id_servicio,tipo,habitacion,edificio,seccion,bellboy,hora_solicitud,hora_asignacion,hora_entrega,hora_limite_salida,tiempo_total_servicio,tiempo_espera_asignacion,a_tiempo,hora_del_dia
SRV_647,Check-out,3581,Mango,Sur,BB_26,2026-03-15 10:42:00,2026-03-15 10:57:00,2026-03-15 11:27:00,2026-03-15 11:42:00,45.0,15.0,True,10
SRV_648,Check-in,3808,Piña,Sur,BB_07,2026-03-15 15:45:00,2026-03-15 15:55:00,2026-03-15 16:16:00,,31.0,10.0,False,15
SRV_649,Check-out,3536,Mango,Sur,BB_20,2026-03-15 10:21:00,2026-03-15 10:40:00,2026-03-15 11:05:00,2026-03-15 11:21:00,44.0,19.0,True,10
SRV_650,Check-in,3980,Toronja,Sur,BB_12,2026-03-15 17:32:00,2026-03-15 17:38:00,2026-03-15 17:57:00,,25.0,6.0,True,17
SRV_651,Check-in,1228,Sombrero,Norte,BB_29,2026-03-15 17:45:00,2026-03-15 18:08:00,2026-03-15 18:31:00,,46.0,23.0,False,17
SRV_652,Check-out,3818,Piña,Sur,BB_23,2026-03-15 10:56:00,2026-03-15 11:12:00,2026-03-15 11:40:00,2026-03-15 11:56:00,44.0,16.0,True,10
SRV_653,Check-in,1403,Piñata,Norte,BB_23,2026-03-15 14:42:00,2026-03-15 15:06:00,2026-03-15 15:22:00,,40.0,24.0,False,14
SRV_654,Check-in,3116,Chile,Sur,BB_26,2026-03-15 18:28:00,2026-03-15 18:48:00,2026-03-15 19:17:00,,49.0,20.0,False,18
SRV_655,Check-out,1422,Piñata,Norte,BB_33,2026-03-15 11:29:00,2026-03-15 11:50:00,2026-03-15 12:02:00,2026-03-15 12:29:00,33.0,21.0,True,11
SRV_656,Check-in,2011,Estrella,Norte,BB_15,2026-03-15 18:44:00,2026-03-15 19:04:00,2026-03-15 19:31:00,,47.0,20.0,False,18
SRV_657,Check-out,1823,Luna,Norte,BB_08,2026-03-15 10:56:00,2026-03-15 11:10:00,2026-03-15 11:22:00,2026-03-15 11:56:00,26.0,14.0,True,10
SRV_658,Check-out,3867,Piña,Sur,BB_14,2026-03-15 12:22:00,2026-03-15 12:35:00,2026-03-15 13:00:00,2026-03-15 13:22:00,38.0,13.0,True,12
SRV_659,Check-out,3430,Mango,Sur,BB_20,2026-03-15 11:00:00,2026-03-15 11:24:00,2026-03-15 11:46:00,2026-03-15 12:00:00,46.0,24.0,True,11
SRV_660,Check-in,1925,Luna,Norte,BB_01,2026-03-15 15:14:00,2026-03-15 15:23:00,2026-03-15 15:49:00,,35.0,9.0,False,15
SRV_661,Check-out,3554,Mango,Sur,BB_12,2026-03-15 10:12:00,2026-03-15 10:27:00,2026-03-15 10:48:00,2026-03-15 11:12:00,36.0,15.0,True,10
SRV_662,Check-in,3347,Mango,Sur,BB_15,2026-03-15 15:13:00,2026-03-15 15:38:00,2026-03-15 15:58:00,,45.0,25.0,False,15
SRV_663,Check-out,3658,Piña,Sur,BB_09,2026-03-15 12:04:00,2026-03-15 12:23:00,2026-03-15 12:47:00,2026-03-15 13:04:00,43.0,19.0,True,12
SRV_664,Check-in,3371,Mango,Sur,BB_15,2026-03-15 15:24:00,2026-03-15 15:30:00,2026-03-15 15:55:00,,31.0,6.0,False,15
SRV_665,Check-out,1588,Piñata,Norte,BB_29,2026-03-15 11:43:00,2026-03-15 11:48:00,2026-03-15 12:11:00,2026-03-15 12:43:00,28.0,5.0,True,11
SRV_666,Check-out,3842,Piña,Sur,BB_32,2026-03-15 10:34:00,2026-03-15 10:42:00,2026-03-15 11:10:00,2026-03-15 11:34:00,36.0,8.0,True,10
SRV_667,Check-in,1526,Piñata,Norte,BB_10,2026-03-15 15:59:00,2026-03-15 16:18:00,2026-03-15 16:38:00,,39.0,19.0,False,15
SRV_668,Check-in,1757,Luna,Norte,BB_31,2026-03-15 15:11:00,2026-03-15 15:36:00,2026-03-15 15:56:00,,45.0,25.0,False,15
SRV_669,Check-in,1752,Luna,Norte,BB_14,2026-03-15 14:18:00,2026-03-15 14:34:00,2026-03-15 14:54:00,,36.0,16.0,False,14
SRV_670,Check-out,1419,Piñata,Norte,BB_23,2026-03-15 09:35:00,2026-03-15 09:42:00,2026-03-15 09:58:00,2026-03-15 10:35:00,23.0,7.0,True,9
SRV_671,Check-out,1050,Sombrero,Norte,BB_19,2026-03-15 11:12:00,2026-03-15 11:36:00,2026-03-15 12:02:00,2026-03-15 12:12:00,50.0,24.0,True,11
SRV_672,Check-out,3917,Toronja,Sur,BB_19,2026-03-15 11:38:00,2026-03-15 11:53:00,2026-03-15 12:13:00,2026-03-15 12:38:00,35.0,15.0,True,11
SRV_673,Check-in,1202,Sombrero,Norte,BB_30,2026-03-15 16:56:00,2026-03-15 17:02:00,2026-03-15 17:24:00,,28.0,6.0,True,16
SRV_674,Check-out,1424,Piñata,Norte,BB_34,2026-03-15 10:31:00,2026-03-15 10:37:00,2026-03-15 10:55:00,2026-03-15 11:31:00,24.0,6.0,True,10
SRV_675,Check-out,1416,Piñata,Norte,BB_09,2026-03-15 11:27:00,2026-03-15 11:51:00,2026-03-15 12:14:00,2026-03-15 12:27:00,47.0,24.0,True,11
SRV_676,Check-in,3629,Piña,Sur,BB_06,2026-03-15 17:31:00,2026-03-15 17:51:00,2026-03-15 18:10:00,,39.0,20.0,False,17
SRV_677,Check-in,613,Villa 6,Golf,BB_29,2026-03-15 17:11:00,2026-03-15 17:30:00,2026-03-15 17:49:00,,38.0,19.0,False,17
SRV_678,Check-in,1068,Sombrero,Norte,BB_01,2026-03-15 16:10:00,2026-03-15 16:24:00,2026-03-15 16:49:00,,39.0,14.0,False,16
SRV_679,Check-in,2109,Estrella,Norte,BB_08,2026-03-15 11:18:00,2026-03-15 11:42:00,2026-03-15 11:57:00,,39.0,24.0,False,11
SRV_680,Check-out,1852,Luna,Norte,BB_08,2026-03-15 11:01:00,2026-03-15 11:16:00,2026-03-15 11:30:00,2026-03-15 12:01:00,29.0,15.0,True,11
SRV_681,Check-out,1278,Sombrero,Norte,BB_20,2026-03-15 12:53:00,2026-03-15 13:14:00,2026-03-15 13:25:00,2026-03-15 13:53:00,32.0,21.0,True,12
SRV_682,Check-in,3321,Mango,Sur,BB_03,2026-03-15 17:50:00,2026-03-15 18:14:00,2026-03-15 18:29:00,,39.0,24.0,False,17
SRV_683,Check-in,1465,Piñata,Norte,BB_04,2026-03-15 15:36:00,2026-03-15 15:59:00,2026-03-15 16:14:00,,38.0,23.0,False,15
SRV_684,Check-in,102,Villa 1,Golf,BB_22,2026-03-15 15:24:00,2026-03-15 15:33:00,2026-03-15 15:49:00,,25.0,9.0,True,15
SRV_685,Check-in,1177,Sombrero,Norte,BB_27,2026-03-15 11:25:00,2026-03-15 11:43:00,2026-03-15 12:12:00,,47.0,18.0,False,11
SRV_686,Check-out,1720,Luna,Norte,BB_19,2026-03-15 10:43:00,2026-03-15 10:50:00,2026-03-15 11:02:00,2026-03-15 11:43:00,19.0,7.0,True,10
SRV_687,Check-in,4144,Toronja,Sur,BB_13,2026-03-15 12:48:00,2026-03-15 12:56:00,2026-03-15 13:21:00,,33.0,8.0,False,12
SRV_688,Check-out,414,Villa 4,Golf,BB_08,2026-03-15 11:36:00,2026-03-15 11:53:00,2026-03-15 12:07:00,2026-03-15 12:36:00,31.0,17.0,True,11
SRV_689,Check-out,1918,Luna,Norte,BB_01,2026-03-15 10:16:00,2026-03-15 10:34:00,2026-03-15 10:48:00,2026-03-15 11:16:00,32.0,18.0,True,10
SRV_690,Check-in,3115,Chile,Sur,BB_16,2026-03-15 15:59:00,2026-03-15 16:10:00,2026-03-15 16:28:00,,29.0,11.0,True,15
SRV_691,Check-in,1266,Sombrero,Norte,BB_25,2026-03-15 17:30:00,2026-03-15 17:45:00,2026-03-15 18:07:00,,37.0,15.0,False,17
SRV_692,Check-in,303,Villa 3,Golf,BB_19,2026-03-15 14:16:00,2026-03-15 14:40:00,2026-03-15 15:08:00,,52.0,24.0,False,14
SRV_693,Check-out,2005,Estrella,Norte,BB_34,2026-03-15 11:12:00,2026-03-15 11:30:00,2026-03-15 11:53:00,2026-03-15 12:12:00,41.0,18.0,True,11
SRV_694,Check-in,4042,Toronja,Sur,BB_26,2026-03-15 15:05:00,2026-03-15 15:21:00,2026-03-15 15:32:00,,27.0,16.0,True,15
SRV_695,Check-out,1171,Sombrero,Norte,BB_32,2026-03-15 11:38:00,2026-03-15 12:03:00,2026-03-15 12:16:00,2026-03-15 12:38:00,38.0,25.0,True,11
SRV_696,Check-in,3730,Piña,Sur,BB_25,2026-03-15 13:30:00,2026-03-15 13:49:00,2026-03-15 14:16:00,,46.0,19.0,False,13
SRV_697,Check-in,3930,Toronja,Sur,BB_16,2026-03-15 13:13:00,2026-03-15 13:25:00,2026-03-15 13:51:00,,38.0,12.0,False,13
SRV_698,Check-in,1477,Piñata,Norte,BB_22,2026-03-15 13:23:00,2026-03-15 13:30:00,2026-03-15 13:45:00,,22.0,7.0,True,13
SRV_699,Check-in,312,Villa 3,Golf,BB_08,2026-03-15 14:17:00,2026-03-15 14:37:00,2026-03-15 14:52:00,,35.0,20.0,False,14
SRV_700,Check-in,3562,Mango,Sur,BB_12,2026-03-15 12:51:00,2026-03-15 13:03:00,2026-03-15 13:26:00,,35.0,12.0,False,12
SRV_701,Check-out,3957,Toronja,Sur,BB_27,2026-03-15 11:48:00,2026-03-15 12:02:00,2026-03-15 12:21:00,2026-03-15 12:48:00,33.0,14.0,True,11
SRV_702,Check-in,1402,Piñata,Norte,BB_19,2026-03-15 14:38:00,2026-03-15 14:46:00,2026-03-15 15:05:00,,27.0,8.0,True,14
SRV_703,Check-in,1709,Luna,Norte,BB_19,2026-03-15 14:42:00,2026-03-15 14:55:00,2026-03-15 15:25:00,,43.0,13.0,False,14
SRV_704,Check-out,1419,Piñata,Norte,BB_09,2026-03-15 11:27:00,2026-03-15 11:38:00,2026-03-15 11:58:00,2026-03-15 12:27:00,31.0,11.0,True,11
SRV_705,Check-in,3915,Toronja,Sur,BB_21,2026-03-15 13:26:00,2026-03-15 13:50:00,2026-03-15 14:11:00,,45.0,24.0,False,13
SRV_706,Check-out,4147,Toronja,Sur,BB_31,2026-03-15 10:53:00,2026-03-15 11:05:00,2026-03-15 11:35:00,2026-03-15 11:53:00,42.0,12.0,True,10
SRV_707,Check-in,3602,Piña,Sur,BB_04,2026-03-15 16:09:00,2026-03-15 16:30:00,2026-03-15 16:59:00,,50.0,21.0,False,16
SRV_708,Check-in,3836,Piña,Sur,BB_23,2026-03-15 16:54:00,2026-03-15 17:01:00,2026-03-15 17:24:00,,30.0,7.0,True,16
SRV_709,Check-out,3420,Mango,Sur,BB_26,2026-03-15 07:20:00,2026-03-15 07:25:00,2026-03-15 07:45:00,2026-03-15 08:20:00,25.0,5.0,True,7
SRV_710,Check-in,1261,Sombrero,Norte,BB_16,2026-03-15 16:46:00,2026-03-15 17:02:00,2026-03-15 17:30:00,,44.0,16.0,False,16
SRV_711,Check-out,3678,Piña,Sur,BB_12,2026-03-15 10:48:00,2026-03-15 10:59:00,2026-03-15 11:17:00,2026-03-15 11:48:00,29.0,11.0,True,10
SRV_712,Check-in,3411,Mango,Sur,BB_08,2026-03-15 14:13:00,2026-03-15 14:27:00,2026-03-15 14:40:00,,27.0,14.0,True,14
SRV_713,Check-in,1448,Piñata,Norte,BB_06,2026-03-15 15:19:00,2026-03-15 15:36:00,2026-03-15 15:52:00,,33.0,17.0,False,15
SRV_714,Check-in,1475,Piñata,Norte,BB_13,2026-03-15 17:13:00,2026-03-15 17:38:00,2026-03-15 18:07:00,,54.0,25.0,False,17
SRV_715,Check-out,1579,Piñata,Norte,BB_19,2026-03-15 10:55:00,2026-03-15 11:01:00,2026-03-15 11:21:00,2026-03-15 11:55:00,26.0,6.0,True,10
SRV_716,Check-out,1232,Sombrero,Norte,BB_11,2026-03-15 11:15:00,2026-03-15 11:31:00,2026-03-15 12:00:00,2026-03-15 12:15:00,45.0,16.0,True,11
SRV_717,Check-out,606,Villa 6,Golf,BB_35,2026-03-15 11:45:00,2026-03-15 11:53:00,2026-03-15 12:04:00,2026-03-15 12:45:00,19.0,8.0,True,11
SRV_718,Check-in,3518,Mango,Sur,BB_07,2026-03-15 13:37:00,2026-03-15 13:52:00,2026-03-15 14:11:00,,34.0,15.0,False,13
SRV_719,Check-in,3514,Mango,Sur,BB_12,2026-03-15 14:25:00,2026-03-15 14:43:00,2026-03-15 15:07:00,,42.0,18.0,False,14
SRV_720,Check-out,4026,Toronja,Sur,BB_28,2026-03-15 10:36:00,2026-03-15 10:49:00,2026-03-15 11:06:00,2026-03-15 11:36:00,30.0,13.0,True,10
SRV_721,Check-in,1822,Luna,Norte,BB_16,2026-03-15 11:51:00,2026-03-15 12:07:00,2026-03-15 12:26:00,,35.0,16.0,False,11
SRV_722,Check-in,1702,Luna,Norte,BB_10,2026-03-15 12:59:00,2026-03-15 13:19:00,2026-03-15 13:44:00,,45.0,20.0,False,12
SRV_723,Check-in,3638,Piña,Sur,BB_05,2026-03-15 17:33:00,2026-03-15 17:57:00,2026-03-15 18:16:00,,43.0,24.0,False,17
SRV_724,Check-out,3384,Mango,Sur,BB_07,2026-03-15 11:24:00,2026-03-15 11:42:00,2026-03-15 12:11:00,2026-03-15 12:24:00,47.0,18.0,True,11
SRV_725,Check-out,3885,Piña,Sur,BB_33,2026-03-15 11:09:00,2026-03-15 11:30:00,2026-03-15 12:00:00,2026-03-15 12:09:00,51.0,21.0,True,11
SRV_726,Check-in,4155,Toronja,Sur,BB_34,2026-03-15 17:32:00,2026-03-15 17:37:00,2026-03-15 18:00:00,,28.0,5.0,True,17
SRV_727,Check-in,1703,Luna,Norte,BB_12,2026-03-15 17:44:00,2026-03-15 17:49:00,2026-03-15 18:01:00,,17.0,5.0,True,17
SRV_728,Check-out,404,Villa 4,Golf,BB_34,2026-03-15 10:56:00,2026-03-15 11:17:00,2026-03-15 11:32:00,2026-03-15 11:56:00,36.0,21.0,True,10
SRV_729,Check-in,1171,Sombrero,Norte,BB_22,2026-03-15 19:51:00,2026-03-15 19:59:00,2026-03-15 20:21:00,,30.0,8.0,True,19
SRV_730,Check-in,3712,Piña,Sur,BB_02,2026-03-15 15:48:00,2026-03-15 16:11:00,2026-03-15 16:33:00,,45.0,23.0,False,15
SRV_731,Check-in,1231,Sombrero,Norte,BB_31,2026-03-15 17:21:00,2026-03-15 17:26:00,2026-03-15 17:37:00,,16.0,5.0,True,17
SRV_732,Check-in,1661,Piñata,Norte,BB_18,2026-03-15 12:34:00,2026-03-15 12:52:00,2026-03-15 13:13:00,,39.0,18.0,False,12
SRV_733,Check-in,4056,Toronja,Sur,BB_12,2026-03-15 13:19:00,2026-03-15 13:29:00,2026-03-15 13:48:00,,29.0,10.0,True,13
SRV_734,Check-out,3545,Mango,Sur,BB_03,2026-03-15 10:48:00,2026-03-15 11:02:00,2026-03-15 11:12:00,2026-03-15 11:48:00,24.0,14.0,True,10
SRV_735,Check-in,1983,Luna,Norte,BB_32,2026-03-15 14:22:00,2026-03-15 14:36:00,2026-03-15 15:01:00,,39.0,14.0,False,14
SRV_736,Check-out,4102,Toronja,Sur,BB_09,2026-03-15 10:37:00,2026-03-15 10:44:00,2026-03-15 11:10:00,2026-03-15 11:37:00,33.0,7.0,True,10
SRV_737,Check-in,1747,Luna,Norte,BB_33,2026-03-15 16:11:00,2026-03-15 16:19:00,2026-03-15 16:49:00,,38.0,8.0,False,16
SRV_738,Check-out,4003,Toronja,Sur,BB_14,2026-03-15 08:11:00,2026-03-15 08:26:00,2026-03-15 08:37:00,2026-03-15 09:11:00,26.0,15.0,True,8
SRV_739,Check-in,1558,Piñata,Norte,BB_14,2026-03-15 16:11:00,2026-03-15 16:21:00,2026-03-15 16:48:00,,37.0,10.0,False,16
SRV_740,Check-in,1858,Luna,Norte,BB_14,2026-03-15 17:32:00,2026-03-15 17:47:00,2026-03-15 18:11:00,,39.0,15.0,False,17
SRV_741,Check-in,3973,Toronja,Sur,BB_06,2026-03-15 13:04:00,2026-03-15 13:20:00,2026-03-15 13:32:00,,28.0,16.0,True,13
SRV_742,Check-in,3451,Mango,Sur,BB_15,2026-03-15 15:51:00,2026-03-15 16:01:00,2026-03-15 16:16:00,,25.0,10.0,True,15
SRV_743,Check-in,1243,Sombrero,Norte,BB_34,2026-03-15 13:41:00,2026-03-15 13:50:00,2026-03-15 14:04:00,,23.0,9.0,True,13
SRV_744,Check-out,3515,Mango,Sur,BB_01,2026-03-15 09:05:00,2026-03-15 09:17:00,2026-03-15 09:36:00,2026-03-15 10:05:00,31.0,12.0,True,9
SRV_745,Check-in,1468,Piñata,Norte,BB_15,2026-03-15 15:51:00,2026-03-15 15:56:00,2026-03-15 16:07:00,,16.0,5.0,True,15
SRV_746,Check-in,3477,Mango,Sur,BB_18,2026-03-15 14:10:00,2026-03-15 14:16:00,2026-03-15 14:42:00,,32.0,6.0,False,14
SRV_747,Check-out,3625,Piña,Sur,BB_11,2026-03-15 11:08:00,2026-03-15 11:33:00,2026-03-15 11:58:00,2026-03-15 12:08:00,50.0,25.0,True,11
SRV_748,Check-out,3825,Piña,Sur,BB_35,2026-03-15 11:55:00,2026-03-15 12:05:00,2026-03-15 12:17:00,2026-03-15 12:55:00,22.0,10.0,True,11
SRV_749,Check-in,1970,Luna,Norte,BB_28,2026-03-15 14:16:00,2026-03-15 14:25:00,2026-03-15 14:49:00,,33.0,9.0,False,14
SRV_750,Check-out,1028,Sombrero,Norte,BB_32,2026-03-15 10:59:00,2026-03-15 11:18:00,2026-03-15 11:36:00,2026-03-15 11:59:00,37.0,19.0,True,10
SRV_751,Check-in,1808,Luna,Norte,BB_34,2026-03-15 14:36:00,2026-03-15 14:44:00,2026-03-15 15:13:00,,37.0,8.0,False,14
SRV_752,Check-out,4041,Toronja,Sur,BB_24,2026-03-15 11:34:00,2026-03-15 11:48:00,2026-03-15 12:05:00,2026-03-15 12:34:00,31.0,14.0,True,11
SRV_753,Check-in,3758,Piña,Sur,BB_19,2026-03-15 16:31:00,2026-03-15 16:48:00,2026-03-15 17:15:00,,44.0,17.0,False,16
SRV_754,Check-out,3478,Mango,Sur,BB_25,2026-03-15 09:28:00,2026-03-15 09:51:00,2026-03-15 10:12:00,2026-03-15 10:28:00,44.0,23.0,True,9
SRV_755,Check-in,1756,Luna,Norte,BB_04,2026-03-15 16:41:00,2026-03-15 17:02:00,2026-03-15 17:22:00,,41.0,21.0,False,16
SRV_756,Check-in,4147,Toronja,Sur,BB_18,2026-03-15 14:38:00,2026-03-15 14:58:00,2026-03-15 15:22:00,,44.0,20.0,False,14
SRV_757,Check-in,1231,Sombrero,Norte,BB_19,2026-03-15 16:54:00,2026-03-15 17:11:00,2026-03-15 17:40:00,,46.0,17.0,False,16
SRV_758,Check-out,1087,Sombrero,Norte,BB_01,2026-03-15 11:32:00,2026-03-15 11:37:00,2026-03-15 11:55:00,2026-03-15 12:32:00,23.0,5.0,True,11
SRV_759,Check-out,416,Villa 4,Golf,BB_32,2026-03-15 10:39:00,2026-03-15 10:59:00,2026-03-15 11:16:00,2026-03-15 11:39:00,37.0,20.0,True,10
SRV_760,Check-in,3560,Mango,Sur,BB_07,2026-03-15 12:09:00,2026-03-15 12:17:00,2026-03-15 12:38:00,,29.0,8.0,True,12
SRV_761,Check-in,3907,Toronja,Sur,BB_24,2026-03-15 15:50:00,2026-03-15 16:01:00,2026-03-15 16:28:00,,38.0,11.0,False,15
SRV_762,Check-in,4118,Toronja,Sur,BB_04,2026-03-15 16:08:00,2026-03-15 16:31:00,2026-03-15 16:58:00,,50.0,23.0,False,16
SRV_763,Check-out,1636,Piñata,Norte,BB_34,2026-03-15 13:02:00,2026-03-15 13:14:00,2026-03-15 13:44:00,2026-03-15 14:02:00,42.0,12.0,True,13
SRV_764,Check-in,3849,Piña,Sur,BB_19,2026-03-15 20:51:00,2026-03-15 21:00:00,2026-03-15 21:21:00,,30.0,9.0,True,20
SRV_765,Check-in,1951,Luna,Norte,BB_06,2026-03-15 17:53:00,2026-03-15 18:14:00,2026-03-15 18:35:00,,42.0,21.0,False,17
SRV_766,Check-in,3664,Piña,Sur,BB_26,2026-03-15 16:44:00,2026-03-15 16:49:00,2026-03-15 16:59:00,,15.0,5.0,True,16
SRV_767,Check-in,3902,Toronja,Sur,BB_11,2026-03-15 15:12:00,2026-03-15 15:35:00,2026-03-15 15:51:00,,39.0,23.0,False,15
SRV_768,Check-in,3955,Toronja,Sur,BB_02,2026-03-15 15:07:00,2026-03-15 15:21:00,2026-03-15 15:43:00,,36.0,14.0,False,15
SRV_769,Check-out,1442,Piñata,Norte,BB_33,2026-03-15 11:38:00,2026-03-15 11:54:00,2026-03-15 12:17:00,2026-03-15 12:38:00,39.0,16.0,True,11
SRV_770,Check-out,3356,Mango,Sur,BB_13,2026-03-15 10:05:00,2026-03-15 10:10:00,2026-03-15 10:32:00,2026-03-15 11:05:00,27.0,5.0,True,10
SRV_771,Check-in,4157,Toronja,Sur,BB_32,2026-03-15 12:30:00,2026-03-15 12:52:00,2026-03-15 13:20:00,,50.0,22.0,False,12
SRV_772,Check-out,3200,Chile,Sur,BB_28,2026-03-15 10:38:00,2026-03-15 11:03:00,2026-03-15 11:15:00,2026-03-15 11:38:00,37.0,25.0,True,10
SRV_773,Check-out,3969,Toronja,Sur,BB_07,2026-03-15 12:20:00,2026-03-15 12:26:00,2026-03-15 12:43:00,2026-03-15 13:20:00,23.0,6.0,True,12
SRV_774,Check-out,3356,Mango,Sur,BB_15,2026-03-15 10:03:00,2026-03-15 10:16:00,2026-03-15 10:38:00,2026-03-15 11:03:00,35.0,13.0,True,10
SRV_775,Check-in,3429,Mango,Sur,BB_11,2026-03-15 13:07:00,2026-03-15 13:23:00,2026-03-15 13:36:00,,29.0,16.0,True,13
SRV_776,Check-out,3345,Mango,Sur,BB_18,2026-03-15 11:24:00,2026-03-15 11:37:00,2026-03-15 11:48:00,2026-03-15 12:24:00,24.0,13.0,True,11
SRV_777,Check-in,3555,Mango,Sur,BB_18,2026-03-15 15:37:00,2026-03-15 15:47:00,2026-03-15 16:04:00,,27.0,10.0,True,15
SRV_778,Check-out,1929,Luna,Norte,BB_20,2026-03-15 11:36:00,2026-03-15 11:53:00,2026-03-15 12:06:00,2026-03-15 12:36:00,30.0,17.0,True,11
SRV_779,Check-in,3112,Chile,Sur,BB_10,2026-03-15 14:35:00,2026-03-15 14:55:00,2026-03-15 15:15:00,,40.0,20.0,False,14
SRV_780,Check-out,1943,Luna,Norte,BB_15,2026-03-15 10:55:00,2026-03-15 11:05:00,2026-03-15 11:23:00,2026-03-15 11:55:00,28.0,10.0,True,10
SRV_781,Check-out,1816,Luna,Norte,BB_22,2026-03-15 11:19:00,2026-03-15 11:37:00,2026-03-15 12:04:00,2026-03-15 12:19:00,45.0,18.0,True,11
SRV_782,Check-out,3457,Mango,Sur,BB_10,2026-03-15 10:38:00,2026-03-15 10:59:00,2026-03-15 11:17:00,2026-03-15 11:38:00,39.0,21.0,True,10
SRV_783,Check-in,3936,Toronja,Sur,BB_08,2026-03-15 12:27:00,2026-03-15 12:42:00,2026-03-15 12:59:00,,32.0,15.0,False,12
SRV_784,Check-in,4185,Toronja,Sur,BB_19,2026-03-15 16:02:00,2026-03-15 16:22:00,2026-03-15 16:41:00,,39.0,20.0,False,16
SRV_785,Check-out,3374,Mango,Sur,BB_31,2026-03-15 11:36:00,2026-03-15 11:55:00,2026-03-15 12:07:00,2026-03-15 12:36:00,31.0,19.0,True,11
SRV_786,Check-out,1050,Sombrero,Norte,BB_05,2026-03-15 10:22:00,2026-03-15 10:34:00,2026-03-15 10:49:00,2026-03-15 11:22:00,27.0,12.0,True,10
SRV_787,Check-in,1966,Luna,Norte,BB_35,2026-03-15 16:29:00,2026-03-15 16:35:00,2026-03-15 16:55:00,,26.0,6.0,True,16
SRV_788,Check-in,1882,Luna,Norte,BB_19,2026-03-15 16:01:00,2026-03-15 16:08:00,2026-03-15 16:26:00,,25.0,7.0,True,16
SRV_789,Check-in,3455,Mango,Sur,BB_19,2026-03-15 14:26:00,2026-03-15 14:35:00,2026-03-15 14:59:00,,33.0,9.0,False,14
SRV_790,Check-out,3627,Piña,Sur,BB_23,2026-03-15 13:27:00,2026-03-15 13:44:00,2026-03-15 14:13:00,2026-03-15 14:27:00,46.0,17.0,True,13
SRV_791,Check-in,2210,Estrella,Norte,BB_13,2026-03-15 14:52:00,2026-03-15 15:13:00,2026-03-15 15:28:00,,36.0,21.0,False,14
SRV_792,Check-in,1045,Sombrero,Norte,BB_10,2026-03-15 12:02:00,2026-03-15 12:27:00,2026-03-15 12:55:00,,53.0,25.0,False,12
SRV_793,Check-in,3965,Toronja,Sur,BB_05,2026-03-15 14:33:00,2026-03-15 14:48:00,2026-03-15 15:06:00,,33.0,15.0,False,14
SRV_794,Check-out,1448,Piñata,Norte,BB_27,2026-03-15 12:52:00,2026-03-15 13:08:00,2026-03-15 13:33:00,2026-03-15 13:52:00,41.0,16.0,True,12
SRV_795,Check-out,3679,Piña,Sur,BB_03,2026-03-15 10:48:00,2026-03-15 10:57:00,2026-03-15 11:12:00,2026-03-15 11:48:00,24.0,9.0,True,10
SRV_796,Check-out,1828,Luna,Norte,BB_33,2026-03-15 10:25:00,2026-03-15 10:45:00,2026-03-15 10:55:00,2026-03-15 11:25:00,30.0,20.0,True,10
SRV_797,Check-out,3866,Piña,Sur,BB_34,2026-03-15 11:25:00,2026-03-15 11:50:00,2026-03-15 12:01:00,2026-03-15 12:25:00,36.0,25.0,True,11
SRV_798,Check-out,3585,Mango,Sur,BB_30,2026-03-15 10:39:00,2026-03-15 10:45:00,2026-03-15 11:01:00,2026-03-15 11:39:00,22.0,6.0,True,10
SRV_799,Check-out,4169,Toronja,Sur,BB_10,2026-03-15 11:17:00,2026-03-15 11:28:00,2026-03-15 11:41:00,2026-03-15 12:17:00,24.0,11.0,True,11
